text_clean,airline_sentiment,negativereason,airline,topic
better better passenger flight jfk pwm,negative,Can't Tell,Delta,15
would air new plane weve redirected mechanical error aka delay,negative,Late Flight,Delta,6
delay flight redirect gate tell stuck original gate would,negative,Late Flight,Delta,2
definitely note whoever stole,negative,Damaged Luggage,Delta,-1
hour policy called said didnt report soon enough would changed noticed sooner,negative,Customer Service Issue,Delta,-1
soon realized try figure stealing people bag security camera anything,negative,Lost Luggage,Delta,0
since stranded syr without ride missed window opportunity right matter hour,negative,Lost Luggage,Delta,2
absolutely worry never flying ever even hitch hike cross country passengersarepeople,negative,Can't Tell,Delta,5
dont lose luggage,negative,Lost Luggage,Delta,0
directed mobile website direct link get together,negative,Flight Booking Problems,Delta,64
made many mistake short period time would lost job point,negative,Can't Tell,Delta,-1
understand someone traveled hour get early relax flight etc adv notice maybe,negative,Customer Service Issue,Delta,-1
not one four flight trip time hell company problem,negative,Late Flight,Delta,-1
mco lag two hour delay sitting tarmac going minute infant cry plane get plane,negative,Late Flight,Delta,-1
maintenance flight landed jamaica security get term cleaned board,negative,Bad Flight,Delta,-1
thats not answer,negative,Customer Service Issue,Delta,-1
well plane landed international terminal announced new time,negative,Late Flight,Delta,6
seat waiting hold minute gonenow stay another night charlestonvery pricy,negative,Late Flight,Delta,13
not cancelled flight flight tmrw weather amp rebook flight next day flight tmrw night compensation,negative,Cancelled Flight,Delta,1
guess werent able anything improve time look even late flightr going zombie tomorrow,negative,Late Flight,Delta,-1
home guy recovered laugh extra day barbados open cuba soon,negative,Late Flight,Delta,-1
one look must getting old damn,negative,Can't Tell,Delta,-1
flight tomorrow morning cancelled flighted amp cant seem rebook cant even get seat clear answer cancelled flighted,negative,Cancelled Flight,Delta,3
transferring trueblue point within family pooling member cost set contributiontopool already,negative,Flight Booking Problems,Delta,-1
gotcha lessening delay part not happening right,negative,Late Flight,Delta,22
social agency cant nice thing fleet fleek,negative,Can't Tell,Delta,53
heard company studying popular lingo advertising depressing embarrassing,negative,Can't Tell,Delta,-1
idea caused delay flight fll jax,negative,Late Flight,Delta,6
flight delayed hope dont miss connecting please dont fuck girlfriend,negative,Late Flight,Delta,12
three hour delayed flight staring blank screen least head could download movie,negative,Late Flight,Delta,6
really proactive passenger know entertainment system isnt working least let get mag,negative,Bad Flight,Delta,62
noooo dont please dont fleet fleek,negative,Late Flight,Delta,53
major planewide directtv issue yesterday system kept reset crew member,negative,Bad Flight,Delta,-1
not helping since there bunch trying get time,negative,Customer Service Issue,Delta,48
havent even gotten plane yet cant afford miss flight back boston ugh,negative,Late Flight,Delta,-1
landed vega not allowed leave plane yet thanks making miss flight fustrated,negative,Late Flight,Delta,-1
case needed confirmation fleek dead amp gone fleet fleek,negative,Can't Tell,Delta,3
jetblue fleet fleek,negative,Can't Tell,Delta,53
brand stop shit stop fleet fleek,negative,Can't Tell,Delta,53
shit got stop fleet fleek,negative,Can't Tell,Delta,53
hate fleet fleek,negative,Can't Tell,Delta,53
sir fleet fleek,negative,Can't Tell,Delta,53
stop fleet fleek,negative,Cancelled Flight,Delta,53
stop madness fleet fleek,negative,Customer Service Issue,Delta,53
feel free travel voucher assuage indignation,negative,Can't Tell,Delta,9
respond complaint cultural appropriation youre spirit airline fly list,negative,Customer Service Issue,Delta,1
not really flight catch vega praying dont miss flight,negative,Customer Service Issue,Delta,-1
spoke corp customer support already shame probably reasonable cheaper resolution regard,negative,Can't Tell,Delta,7
didnt need fleet fleek,negative,Late Flight,Delta,53
info flight sju jfk already delayed hour,negative,Late Flight,Delta,15
fleet fleek hate,negative,Can't Tell,Delta,53
jet boooo fleet fleek,negative,Can't Tell,Delta,53
bad airline bad bop newspaper hope youre still bae,negative,Can't Tell,Delta,5
not fleet fleek,negative,Can't Tell,Delta,53
let someone black twitter multimedia department,negative,Customer Service Issue,Delta,18
fleet fleek smh yall expect trust childish airline life nah,negative,Can't Tell,Delta,53
fleet fleek make stop,negative,Can't Tell,Delta,53
enough stop flying jetblue,negative,Can't Tell,Delta,44
stop usingthisword youre company fleet fleek,negative,Can't Tell,Delta,53
fleet fleek cant fly anymore good run,negative,Can't Tell,Delta,53
booked flight guy reconsidering decision reading tweet,negative,Can't Tell,Delta,-1
flight attendant fucking tho fleet fleek,negative,Flight Attendant Complaints,Delta,53
well ill make sure never fly jetblue,negative,Can't Tell,Delta,44
haha fleet fleek,negative,Can't Tell,Delta,53
else plane ducttaped ohboy shouldigetoutandpush airplane flying,negative,Bad Flight,Delta,65
sure south breakfast though delayed three hour,negative,Late Flight,Delta,9
someone screen play flight,negative,Bad Flight,Delta,-1
one way not letting select citystrangeand fair look normal,negative,Can't Tell,Delta,-1
great job getting flight minute early bad minute counting waiting bag,negative,Lost Luggage,Delta,0
believe irina flipside super disappointed eatup cafe isnt available bos sfo flight today,negative,Flight Attendant Complaints,Delta,9
good remind might horse amp buggy whats little delay right,negative,Late Flight,Delta,3
unhappy hour delayed flight missed dinner,negative,Late Flight,Delta,9
called timeseverytime auto vmsgyour wait time not longer min waited longer min answer,negative,Customer Service Issue,Delta,22
correct rate boston pittsburgh wknd march rate sudden took made plan came back buy amp surprised,negative,Flight Booking Problems,Delta,3
nope regular line multix faster literally direct wheelchair stroller line em,negative,longlines,Delta,-1
thank isnt really responding request sending generic environment site,negative,Customer Service Issue,Delta,35
would like communicate directly customer experience executive joanna geraghty email address,negative,Customer Service Issue,Delta,-1
understood watched fam heading expedited takeoff speaking conference,negative,Can't Tell,Delta,79
effort fix point system day call customer service still account update chasing point fun,negative,Customer Service Issue,Delta,-1
tried running curbside selfcheck amp wasting even time ended flight booking problem united upset,negative,Flight Booking Problems,Delta,3
keep getting better water plane,negative,Bad Flight,Delta,-1
dont want jetblue want jetblue wifi,negative,Bad Flight,Delta,44
deal flt today departure keep changing going late flight,negative,Late Flight,Delta,-1
lol estimated departure time plane hasnt even started boarding yet cant even get delay right,negative,Late Flight,Delta,6
know love honestly complex feedback pulldown suboption formsmaddening,negative,Can't Tell,Delta,-1
said havent started looking gave limit nyc waldorf astoria cant find outfit,negative,Customer Service Issue,Delta,0
yeah aware hence original msg,negative,Can't Tell,Delta,-1
update gate got moved complete opposite end terminal airline disaster,negative,Bad Flight,Delta,2
asked either way doesnt make flight less delayed,negative,Late Flight,Delta,6
shocker flight delayed hour thanks reminding switched delta,negative,Late Flight,Delta,74
courtesy mosaic member anyone request water attended promptly daniel flight know better,negative,Flight Attendant Complaints,Delta,-1
issue online checkin colleague getting webpage not available submitting online form,negative,Customer Service Issue,Delta,63
going let gate bos time soon sittin tarmac waiting,negative,Late Flight,Delta,2
not issue think training amp information would help great ppl service need switch individual group better,negative,Customer Service Issue,Delta,3
rat thats bummer,negative,Can't Tell,Delta,-1
woo update flight possibly delayed hr power positive thinking people,negative,Late Flight,Delta,-1
didnt find flight scheduled leave delayed hr checking huge fail,negative,Late Flight,Delta,-1
vega desk said jfk connect would held others plane staff jfk say weather problem epicfail,negative,Late Flight,Delta,15
jfk boston flight went delay not epicfail,negative,Cancelled Flight,Delta,15
wtf stuck jfk hr delay boston cuz say snow snow weather map wtf,negative,Late Flight,Delta,15
word staff training joke,negative,Flight Attendant Complaints,Delta,-1
joke missed connecting flight minute last flight day dont hold minute,negative,Customer Service Issue,Delta,-1
disappointed lack compassion baggage service dept nearly beg get courtesy report,negative,Can't Tell,Delta,0
apparently plane delayed coming san juan monsoon today,negative,Late Flight,Delta,6
hour delay going nyc denver come man,negative,Late Flight,Delta,21
oscar direct flight looking forward devastated,negative,Bad Flight,Delta,-1
fix amp jet bridge minute delay gatestill waiting jetblues,negative,Late Flight,Delta,2
didnt work flyfi plus couldnt access abc app spent still missed oscar disappointed,negative,Late Flight,Delta,-1
safety might priority organization clearly not,negative,Can't Tell,Delta,-1
jfk la still delayed,negative,Late Flight,Delta,15
lack made rough thats literally picked yall competitor,negative,Bad Flight,Delta,-1
not reddit work site ridiculous,negative,Can't Tell,Delta,-1
take jetblue travel maimi next year guy dont maimi dont guy maimi,negative,Customer Service Issue,Delta,44
aka take stuff checked bag carry extra weight someone shoulder surgery thats,negative,Customer Service Issue,Delta,0
take blacklist trying work,negative,Can't Tell,Delta,30
goodwill fine still want new ceo make public apology passenger flight,negative,Can't Tell,Delta,-1
thank hopefully soon supposed leave,negative,Late Flight,Delta,84
hard youre younger sibling cousin want airplane get better,negative,Bad Flight,Delta,56
potentially stressful situation reflight booking problem flight diffused helped make awesome,negative,Flight Attendant Complaints,Delta,29
even tho extra lb still going plane carry sense say fat people,negative,Can't Tell,Delta,0
thought mosaic member perk best part instead checking extra lb carrying,negative,Can't Tell,Delta,0
yall going bankrupt inflation really bad day went overweight fee outrageous,negative,Can't Tell,Delta,-1
ill call morning upset right,negative,Can't Tell,Delta,-1
still waiting answer,negative,Late Flight,Delta,35
amount money spent hotel week flight cancelled flightlation another flight doesnt make money lost,negative,Cancelled Flight,Delta,1
told jfk hour delay reason delay cant hard notify hour notice,negative,Late Flight,Delta,15
far worst airline term service jfk,negative,Can't Tell,Delta,15
keep waiting time not cost anything hundred people payed thousand dollar feedback,negative,Late Flight,Delta,-1
thanks delay result scheduling issue weather relate flightd problem,negative,Late Flight,Delta,45
less concerned delay not notified looked board flight delayed,negative,Late Flight,Delta,6
boarding flight captain informs could exceed hr regulation turned plane around incredible,negative,Flight Attendant Complaints,Delta,-1
considering accessibility absolute must equality,negative,Customer Service Issue,Delta,-1
watch oscar though right abc flight missingtheoscars,negative,Bad Flight,Delta,-1
ooookay thats silly guess watching oscar purely twitter reaction tonight oscar,negative,Cancelled Flight,Delta,-1
ive heard new flight tap pay reader accept apple pay thought impossible amp certainly not emv compliant,negative,Can't Tell,Delta,3
time row flight jfk disaster last time wasnt allowed fly stndby hour delay wout notification,negative,Late Flight,Delta,15
right hundred people arrived back gate left minute ago sdq,negative,longlines,Delta,2
bunch flight delayed ffl northeast destination announcement gate whats going,negative,Late Flight,Delta,2
dissapointed way paseengers flight santo domingo treated hr board plane info given,negative,longlines,Delta,-1
thanks still annoying especially miss flight tweet tsa,negative,Can't Tell,Delta,-1
hey jetblue still waiting hear lost surfboard jfk bqn airport,negative,Lost Luggage,Delta,15
well thng wait someone explain situation responsibility,negative,Can't Tell,Delta,-1
flight den jfk already hr delayed idea might change due weather forecast etc,negative,Late Flight,Delta,15
close prechk sunday jfk annoying,negative,Customer Service Issue,Delta,15
crew didnt say safety say glad stay check information give costumer,negative,Customer Service Issue,Delta,36
quite possibly ruined entire first day south florida disorganization getittogether,negative,Can't Tell,Delta,-1
going write post experience customer service tanked jetblue,negative,Customer Service Issue,Delta,-1
still response ceo guess oscar bet flight time justwrong,negative,Customer Service Issue,Delta,-1
stock response delay not frustrating poor cust serv amp told ppl wait amp theyd come back not,negative,Late Flight,Delta,3
delay flight jfk via tampa amp worst customer service san juan airport app not working day,negative,Late Flight,Delta,-1
please get luggage onto carousel logan airport ill able home,negative,Lost Luggage,Delta,0
happens confirmed flight seat available online checkin except even space upgrade,negative,Flight Booking Problems,Delta,4
thanks response waiting hour really frustrated seems like one jetblue concerned,negative,Late Flight,Delta,44
info dont understand couldnt accurately estimate departure time earlier weather fine,negative,Late Flight,Delta,45
update please flight continues delayed,negative,Late Flight,Delta,61
thank not even coming solution great service might sayas trueblue member totally dissatisfiedthanks,negative,Customer Service Issue,Delta,-1
free wifi flt pbi make delay treat right,negative,Late Flight,Delta,12
flight delayed problem,negative,Late Flight,Delta,6
yes working hoping bag next flight deliver home,negative,Lost Luggage,Delta,0
wellmy paid ticket assigned seat essentially wont flight unless pay,negative,Can't Tell,Delta,4
seat arent guaranteed pay called rep said people booked seat,negative,Customer Service Issue,Delta,4
yes please get seat paid,negative,Can't Tell,Delta,4
flight departs finally arrived jfk psgrs thats long flight aka bus,negative,Late Flight,Delta,15
hope customer service rep reliablefriendly usually far not living repexper,negative,Customer Service Issue,Delta,7
fyi last email response undrstnd wasnt best hope wlcm back onbrd future nice touch lol,negative,Customer Service Issue,Delta,-1
last flight cancelled flightled hour change light bulb sitting waiting maintenance unreal,negative,Cancelled Flight,Delta,-1
say jetblue officially lost customer waste point yet flight,negative,Can't Tell,Delta,-1
keep tweeting ceo answer personally apologizes wife passenger flight wrong,negative,Bad Flight,Delta,1
think safe say year loyal jetblue flying officially done byebyejetblue,negative,Can't Tell,Delta,44
anything serious worry,negative,Late Flight,Delta,-1
making freaking hard say good thing jetbluefail,negative,Customer Service Issue,Delta,44
seriously solution exactly help year old there problem plane,negative,Flight Attendant Complaints,Delta,65
scheduling skill failed delay went four hour nearly six dont tell snowbound pbi,negative,Late Flight,Delta,-1
sadly app also experiencing difficulty flight information board keeping updated,negative,Can't Tell,Delta,-1
absurd stranger help kid there problem jetblue,negative,Flight Attendant Complaints,Delta,44
thanks not guarantee not deli ever bag hotel bag missed connection sfo customerservicenot,negative,Lost Luggage,Delta,0
youre lucky still flying today landing gear failure get act together help sit kid,negative,Bad Flight,Delta,-1
prefference option not something honor one service not applied,negative,Customer Service Issue,Delta,7
want helpful find seat dont quote term condition jetbluefail,negative,Flight Booking Problems,Delta,4
really think okay sit kid away parent srsly esp landing gear failure,negative,Bad Flight,Delta,56
absolutely guaranteed would sit kid term response insulting jetblue,negative,Bad Flight,Delta,44
whats excuse time delay lga tpa know plane air,negative,Late Flight,Delta,6
cant guarantee parent sit child dont sell ticket promise jetblue,negative,Customer Service Issue,Delta,56
blue dont back,negative,Can't Tell,Delta,-1
many delay north east city,negative,Late Flight,Delta,-1
kid fly dont hire people dont care guy jetblue,negative,Flight Attendant Complaints,Delta,44
shouldnt made feel like criminal want sit near year old flight jetblue,negative,Flight Attendant Complaints,Delta,44
usually great experience guy unhappy right,negative,Can't Tell,Delta,70
would hire guy doesnt care safety child not remotely acceptable,negative,Flight Attendant Complaints,Delta,-1
whats three delay far resulting three hour unnecessary extra waiting,negative,Late Flight,Delta,22
never airline refuse help sit parent tiny kid guy willing jetblue,negative,Flight Attendant Complaints,Delta,-1
san diego hour delay jfkeven amex jetblue even travel mile youre still nothing,negative,Late Flight,Delta,-1
seems almost inconceivable sitting year old alone considered okay guy think,negative,Flight Attendant Complaints,Delta,-1
third straight time flight delayed flying guy last trip,negative,Late Flight,Delta,-1
youve let delay jfk inbound flight syracuse really ishouldhavedriven,negative,Late Flight,Delta,15
year old cant sit alone flight absurd guy dick jetblue,negative,Flight Attendant Complaints,Delta,44
told guy not help sit next year old flight jetblue,negative,Flight Attendant Complaints,Delta,44
thanks not sending update flight delayed hour unbelievable,negative,Late Flight,Delta,61
hour delayed hour increment really amp mosaic still pay use lounge waste sunday,negative,Late Flight,Delta,3
havent done yet something online thx,negative,Lost Luggage,Delta,48
wifi flight cant tweet oscar party pic bluecarpet seabos,negative,Bad Flight,Delta,-1
thank reply wouldve appreciated communication checking delay jetblue used goto,negative,Late Flight,Delta,-1
also promised change wife name account also not done wtf,negative,Customer Service Issue,Delta,-1
guy really suck spent minute phone linking credit account still not,negative,Customer Service Issue,Delta,66
coming thought tampa,negative,Late Flight,Delta,-1
good perspective safety concern expressed point arrived airport communicationiskey,negative,Can't Tell,Delta,-1
exactly flight delayed bdl dca cant seem get answer,negative,Late Flight,Delta,41
left people hot plane ventilation hour half bus jfk,negative,Bad Flight,Delta,15
point delay take different flight destination,negative,Late Flight,Delta,6
dont get not money people public apology president jet blue,negative,Can't Tell,Delta,-1
book flight jetblue separate old mother isnt bit stupid checkin headache,negative,Flight Booking Problems,Delta,56
never got wife destination expect goodwill credit make everything hunkydory blew,negative,Can't Tell,Delta,0
every time look flight status minute added delay point trouble,negative,Late Flight,Delta,6
hey awesome peep whats flight boston delayed hr,negative,Late Flight,Delta,-1
flight picked twice week time delayed,negative,Late Flight,Delta,-1
whats delay boston today sister trying home broinlaw trying come rdu craziness,negative,Late Flight,Delta,-1
boston still sitting,negative,Lost Luggage,Delta,-1
dont enough money parking garage fault not paying min hr,negative,Can't Tell,Delta,-1
waited hr bag flight hr,negative,Lost Luggage,Delta,0
bother contacting already checked flight,negative,Customer Service Issue,Delta,-1
backlog hour two unacceptable,negative,Late Flight,Delta,13
agent told tsa didnt crew get bag,negative,Lost Luggage,Delta,0
baggage crew update staff incompetent answer hour,negative,Flight Attendant Complaints,Delta,0
blaming flight luggage debacle luggagegate,negative,Lost Luggage,Delta,0
yoga service seems though look forward much,negative,Can't Tell,Delta,-1
failed thats answer please dont justify otherwise,negative,Can't Tell,Delta,-1
come already delayed hr flight waited pilot come boston reassign endless trip,negative,Late Flight,Delta,-1
got alert immediately started looking rebook minute reflight booking problem catch flight srq,negative,Flight Booking Problems,Delta,29
shouldnt find tell ive flown jet blue since first month experience isnt,negative,Lost Luggage,Delta,-1
flight delayed show airport appropriate amount time delay time,negative,Late Flight,Delta,6
honestly would like get going journey,negative,Late Flight,Delta,5
case alert arrive late flight fourhour delay dont buy,negative,Late Flight,Delta,6
flight flight back not seated together maybe fault still fun,negative,Bad Flight,Delta,-1
dont believe thats not team told,negative,Customer Service Issue,Delta,86
also not food available even purchase quite shocking since hour international flight,negative,Bad Flight,Delta,9
jfk one info amp answer boarded plane team awkward spot amp everyone cranky,negative,Flight Attendant Complaints,Delta,3
flight still waiting bag checked hour ago people missing connection please help,negative,longlines,Delta,0
something think dealing people wrong excuse figure amp expect unexpected,negative,Can't Tell,Delta,3
understand wish would announced delay hour earlier sitting hr mco,negative,Late Flight,Delta,-1
give delayed hour mco jfk every time,negative,Late Flight,Delta,15
wife dog wouldnt even let plane daughter newburgh life close wrong,negative,Customer Service Issue,Delta,-1
according ground staff hasnt even taken plane yet,negative,Late Flight,Delta,-1
thanks making effort credit credit due flight delayed hour instead hour fwiw loweredexpectations,negative,Late Flight,Delta,66
time passenger sitting hot plane air communication hour wrong,negative,Late Flight,Delta,79
flight delayed jfk hour hour hour back hour explanation apology,negative,Late Flight,Delta,15
flight hour weather delay minute delay getting bag tired passenger,negative,Late Flight,Delta,0
hr tarmac yest cancelled flight today delay not send txtemail jfk closed amp saved trip sit,negative,Late Flight,Delta,3
flying buf bos missing captain really delayed til not happy,negative,Late Flight,Delta,-1
would nice app would actually inform flight delayed,negative,Late Flight,Delta,61
know wanted pas along not good experience esp someone fly time month,negative,Can't Tell,Delta,-1
plane stuck newburgh wont start weather relate flightd well passenger plane hr,negative,Late Flight,Delta,-1
thanks home msy tsa precheck agent directing people photo scan beyond rude one grabbed pushed child,negative,Flight Attendant Complaints,Delta,-1
hold music suck,negative,Customer Service Issue,Delta,-1
excuse though gate change though,negative,longlines,Delta,2
someone bothered inform airport closed would helped,negative,Customer Service Issue,Delta,1
get home flight buf bos missing captain really,negative,Flight Attendant Complaints,Delta,-1
nope flight not leaving almost cant believe paid money,negative,Late Flight,Delta,67
update get idea get update way hopeless,negative,Late Flight,Delta,-1
cover cost car service waiting time,negative,Late Flight,Delta,-1
ridiculous hour coming waiting deplane newborn board,negative,longlines,Delta,-1
waiting hpn plane hour since landing gate please get plane,negative,Late Flight,Delta,2
late flight several passenger inebriated youre league big alcohol shame,negative,Can't Tell,Delta,37
thanks making vacation not worth currently waiting runway another hour deplane,negative,Late Flight,Delta,-1
letting san fran medium rate whats deal look like last time fly anywhere,negative,Can't Tell,Delta,21
empty help desk,negative,Flight Attendant Complaints,Delta,-1
closure people need inform passenger not send gate gate info board updated departure,negative,Customer Service Issue,Delta,2
flight jfk cartagena airport bar singing opposite praise making pact never fly,negative,Can't Tell,Delta,-1
happened plane meant leave wait buffalo seems organizational error not weather,negative,Late Flight,Delta,21
award winning service,negative,Can't Tell,Delta,7
really not acceptable informed plane wont start chartering bus take passenger jfk,negative,Customer Service Issue,Delta,15
much longer jfk open diabetic need sugar plane dont nothing,negative,Late Flight,Delta,15
guy kidding help anywhere hour delay still answer bad cust service idlovetoask,negative,Customer Service Issue,Delta,-1
sent plane anyone jetblue clue,negative,Late Flight,Delta,44
unfortunately startled rushed didnt get name provide description expanded email thank,negative,Flight Attendant Complaints,Delta,10
rude rep trying book family vacation using trvl credit phone new rep helpful,negative,Customer Service Issue,Delta,-1
sunny gorgeous actually whats real reason,negative,Bad Flight,Delta,-1
hour not sent plane hangar flight jfk absolutely ridiculous,negative,Late Flight,Delta,15
still sitting plane newburg getting ridiculous way treat loyal customer,negative,Late Flight,Delta,1
whats delay system isnt,negative,Late Flight,Delta,22
dont think rly know whats goin supposed leave,negative,Late Flight,Delta,84
not gracious tell buy water snack flight delayed hour,negative,Late Flight,Delta,9
applying new tag left bag ground rather loading conveyer belti walk back yard,negative,Flight Attendant Complaints,Delta,0
get flight air,negative,Late Flight,Delta,5
thats not weather relate flightd nice blaming weather airport wasnt prepared investigation time,negative,Can't Tell,Delta,45
agent demanded remove old luggage tag every airport agent politely handle,negative,Flight Attendant Complaints,Delta,0
not much delay fact flight still coming time app give honest estimate,negative,Late Flight,Delta,-1
waved someone behind step forward although explained happened indicated need make flight,negative,Flight Attendant Complaints,Delta,-1
flight departing even board,negative,Late Flight,Delta,-1
here part bag drop inserted jetblue didnt print pas agent standing front refused print pas,negative,Flight Attendant Complaints,Delta,0
thats not heard weather fine morning flight circling timesomeone forgot clean runway,negative,Cancelled Flight,Delta,-1
min past scheduled time departure sight flight longer qualifies time updateyourwebsite,negative,Late Flight,Delta,-1
entire system really,negative,Customer Service Issue,Delta,-1
appreciate head flight delayed crew stuck boston communicationfail dobetterjetblue,negative,Late Flight,Delta,-1
horrible experience check agent fort myers ill document send detail boston,negative,Customer Service Issue,Delta,19
flt carta goin told plane coming hangar gate change one know wat plane getting,negative,Customer Service Issue,Delta,2
isnt something tell crew job,negative,Flight Attendant Complaints,Delta,36
app need updating say flight time well past boarding time delay,negative,Late Flight,Delta,61
airportwide delay bos get unlucky,negative,Late Flight,Delta,6
woulda nice let know post board still show flight time,negative,Customer Service Issue,Delta,-1
flt phx delayed hr circle divert upstate sitting communication horrible,negative,Late Flight,Delta,-1
online resource say time clearly not not information age,negative,Late Flight,Delta,-1
dont tell update board,negative,Customer Service Issue,Delta,-1
issue jfk pilot explained jfk reopens get scheduled back cant divert lga closer acy,negative,Late Flight,Delta,15
want talk wall,negative,Customer Service Issue,Delta,-1
poor flight management reason scheduled flight takr,negative,Late Flight,Delta,-1
note time taken flight still listed time not onboard,negative,Customer Service Issue,Delta,-1
flight listed time not plane yet,negative,Late Flight,Delta,-1
got far atlantic city due jfk closed get hpn lga please,negative,Can't Tell,Delta,15
need eta please,negative,Can't Tell,Delta,48
nasty boston family driving min pick erie think flight cancelled flighted,negative,Cancelled Flight,Delta,-1
best way kill nine hour airport flight full airline wont put standby stranded,negative,Late Flight,Delta,-1
yes said runway isnt ready theyre waiting port authority remove snow sight,negative,longlines,Delta,-1
travel business twice week fiasco ill flying blue often thanks,negative,Can't Tell,Delta,-1
wont see money poor service stuck virgin america thinking trying jetblue,negative,Customer Service Issue,Delta,-1
suck customer service worst whats point loyalty scheme dont honor badairline,negative,Customer Service Issue,Delta,-1
update flight leaving green delayed,negative,Late Flight,Delta,61
well said cancelled flight system guess trying get plane boston not confirmed,negative,Cancelled Flight,Delta,-1
thats get page cancelled flighted min ago help flight mco,negative,Cancelled Flight,Delta,-1
flight cancelled flighted due lavatory problem cant confirm gon get flight boston logan int,negative,Cancelled Flight,Delta,-1
woman stole seat plane one sit elsewhere standard protocol,negative,Bad Flight,Delta,4
yep still waiting bag jfk whats holdup look like flight got time,negative,Lost Luggage,Delta,15
full six leave flight wait whole day get flight kid miss school,negative,Bad Flight,Delta,-1
not boarding order someone boarded service animal member party allergic flight,negative,Bad Flight,Delta,-1
ridiculous got home supposed land hour ago hella tired,negative,Late Flight,Delta,22
lost loyal customer use time year,negative,Can't Tell,Delta,7
highlight travel hour delay deicing twice sitting bumper bumper traffic taxi finally get home,negative,Late Flight,Delta,84
voucher cant believe took risk not plane terribly filthy screaming baby face,negative,Bad Flight,Delta,9
ive spoken emailed team explained situation didnt seem matter anyone guess expected,negative,Customer Service Issue,Delta,-1
shocked misbehavior cheap comment jet airway staff passenger delhi airport friday boarding dubai disgusting,negative,Flight Attendant Complaints,Delta,1
service remote controller flight watched equalizer movie three time remote stuck,negative,Bad Flight,Delta,-1
wow complaining two hour run way shuck jetblue not good service better,negative,Late Flight,Delta,44
curious know compensate passenger missing engagement due two hour wait tarmat get gate,negative,Late Flight,Delta,2
everytime come back boston minimum min wait bag earlier almost hour boston jetblue,negative,Can't Tell,Delta,0
not employee logan told finally got one meet daughter first solo flight rude rep,negative,Customer Service Issue,Delta,14
customer service brutal,negative,Customer Service Issue,Delta,7
flight attendant hesitant give baby sized cooky,negative,Flight Attendant Complaints,Delta,-1
thanks yes order rum coke get hotel voucher floor chair arent cushy,negative,Cancelled Flight,Delta,9
pas along wife daughter daughter friend elderly motherinlaw spent several hour waiting,negative,Late Flight,Delta,-1
missed goal inept male stewardess landed already havent taken yet,negative,Flight Attendant Complaints,Delta,-1
horrible job jfkyou need rethink put route together unprofessional,negative,Can't Tell,Delta,15
let know status flight pbijfk delayed hour board problem hatch,negative,Late Flight,Delta,-1
interupt staduim series dont need see stupid commercial emergency info,negative,Can't Tell,Delta,-1
well aware insufficient info option,negative,Customer Service Issue,Delta,77
sat plane hour dulles insane ijustwanttobeinboston thanksdc,negative,Late Flight,Delta,80
get honest update departure flite plane infant child,negative,Late Flight,Delta,56
suckwe sitting hr negligence,negative,Late Flight,Delta,-1
still waiting bag flight landed hour ago,negative,Lost Luggage,Delta,0
complete waste entire day pathetic,negative,Can't Tell,Delta,-1
flight stuck plane nearly hr set take flight control deny worst service,negative,Late Flight,Delta,-1
shes still waiting callbackthe lack follow whats concerning smh,negative,Lost Luggage,Delta,-1
hasshe hasnt heard anyone week nonstop flight baggage loststolen customer service,negative,Lost Luggage,Delta,0
got luggage waiting min went home right not family ada friendly waiting long chair,negative,Customer Service Issue,Delta,0
flight jfk amp delay could get weather relate flightd considering not come,negative,Late Flight,Delta,15
figured flight morrow hard believe oil low killing make even part hotel cant compd,negative,Customer Service Issue,Delta,32
saw one useless tsa agent inspected shoe,negative,Can't Tell,Delta,38
disappointed missed connection roc slc reimbursement even tho friend pilot said due atc,negative,Customer Service Issue,Delta,-1
didnt find unfortunately helpful took info incase get found,negative,Lost Luggage,Delta,48
crew one helping,negative,Customer Service Issue,Delta,36
customer service please call,negative,Customer Service Issue,Delta,-1
hotel also jetblue lost daughter luggage lose luggage plane never actually left,negative,Lost Luggage,Delta,0
lipstick pig still pig new baggage claim sju disaster chair min wait baggage fail,negative,longlines,Delta,0
half hour wait unreal finally first bag coming sju need work,negative,Late Flight,Delta,0
long take bag get baggage belttoolong wait,negative,longlines,Delta,0
weve delayed delayed palm beach need head westchester give info,negative,Late Flight,Delta,15
hey jetblue stranded entire plane supposed jfk getting restless need better communication,negative,Late Flight,Delta,15
hey jetblue cancelled flightled flight maarten jfk stranded family baggage area lost daughter luggage,negative,Cancelled Flight,Delta,0
website seriously horrible call center almost make tempting fly someone else sodone,negative,Customer Service Issue,Delta,-1
havent allowed flight change area airport tonight everyone saying travel treacherous,negative,Late Flight,Delta,5
not cool gate turn flight fll jax delayed yet app say time not good start,negative,Late Flight,Delta,2
supervisor available couldnt anything,negative,Flight Attendant Complaints,Delta,-1
learned customer service sxm work airport not jetblue need supervisor anything,negative,Customer Service Issue,Delta,1
trying fly bos jfk flight delayed traveling kid book hotel getting tonight,negative,Late Flight,Delta,15
tried theyre not helpful terrible customer service airport least,negative,Customer Service Issue,Delta,1
tell point realize cant fly dca tonight cancelled flightled cancelled flight,negative,Cancelled Flight,Delta,41
making bad situation worse cancelled flighted flight making stay overnight sxm wont provide voucher stay different hotel,negative,Cancelled Flight,Delta,1
already cancelled flightled one dca,negative,Cancelled Flight,Delta,41
physically impossible make airport flight scheduled leave less hour,negative,Can't Tell,Delta,32
